loc_phone,loc_name,loc_admin_street1,loc_admin_city,loc_admin_state,loc_admin_zip,web_address,insurance_accepted,med_name,latitude,longitude
212-534-9781,Rite Aid #RA104798,2155 THIRD AVENUE,NEW YORK,NY,10035-4707,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.799013,-73.93890999999999
708-524-7099,HENDRIX PHARMACY #MS1006487,121 LAFAYETTE AVE,STATEN ISLAND,NY,10301-1249,,,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.641897,-74.094895
7182528535,ShopRite Pharmacy #191471,1080 MCDONALD AVE,BROOKLYN,NY,11230,https://vaccines.shoprite.com/,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.626740000000005,-73.97694200000001
(718) 236-5705,Silver Rod Pharmacy #MS1005246,6404 18TH AVE,Brooklyn,NY,11204-3796,http://www.silverrodrx.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.619739,-73.989939
718-282-7476,Rite Aid #RA103978,1679 BEDFORD AVENUE,BROOKLYN,NY,11225-2601,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.665286,-73.956785
718-575-1012,Rite Aid #RA104852,71-14 AUSTIN STREET,FOREST HILLS,NY,11375-4721,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.719803999999996,-73.84452900000001
(212) 690-6502,ROSY PHARMACY #MS1005439,3355 BROADWAY,NEW YORK,NY,10031,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.820665000000005,-73.95506800000001
(718) 969-3300,AVONORA INC #5829760,14901 UNION TURNPIKE,FLUSHING,NY,11367,,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.718798,-73.813692
(718) 378-6800,rite care pharmacy #MS1005541,898 e 163rd street,bronx,NY,10459,https://ritecarepharmacy.makeplans.net,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.82085,-73.89831
(718) 429-7666,MI FARMACIA #MS1001199,90-15 ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.748674,-73.87576999999999
7182528535,ShopRite Pharmacy #191471,1080 MCDONALD AVE,BROOKLYN,NY,11230,https://vaccines.shoprite.com/,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.626740000000005,-73.97694200000001
(212) 472-5600,Health Wise Pharmacy #MS1005093,1494 York Ave,New York,NY,10075,http://www.thehealthwisenyc.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.771137,-73.95038000000001
(718) 232-8277,WELLNESS PHARMACY INC #MS1006265,217 KINGS HWY,BROOKLYN,NY,11223-1106,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.605666,-73.98342
(718) 899-1700,Northern Blvd Pharmacy #MS1005493,100-16 northern blvd,Corona,NY,11368-1047,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.757155,-73.867694
(718) 405-9111,Benjamins Pharmacy and Surgical #MS1005357,989 Allerton Ave,Bronx,NY,10469,http://www.benjaminspharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.865774,-73.858806
(718) 500-4928,OMM PHARMACY #MS1000190,942 MANHATTAN AVE,BROOKLYN,NY,11222-1626,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.731466,-73.95424100000001
(718) 969-3300,AVONORA INC #5829760,14901 UNION TURNPIKE,FLUSHING,NY,11367,,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.718798,-73.813692
212-475-5315,Rite Aid #RA103771,85 AVENUE D,NEW YORK,NY,10009-5338,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.722844,-73.976902
(718) 224-3233,DANA PHARMACY INC #MS1000428,248-12 NORTHERN BLVD 1C,LITTLE NECK,NY,11362-1207,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.766931,-73.73873
917-521-7814,Rite Aid #RA102727,1510 SAINT NICHOLAS AVENUE,NEW YORK,NY,10033-3124,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.852126,-73.931344
718-380-8259,Rite Aid #RA103626,158-02 UNION TURNPIKE,FLUSHING,NY,11366-1940,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.719840999999995,-73.808228
212-534-9781,Rite Aid #RA104798,2155 THIRD AVENUE,NEW YORK,NY,10035-4707,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.799013,-73.93890999999999
(718) 293-0800,Rx Masters Inc #MS1005337,1437 Webster Ave,Bronx,NY,10456-1831,https://rxmastersinc.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.837332,-73.907039
(718) 708-5400,gig pharmacy inc #MS1005616,3405 jerome ave,bronx,NY,10467-1049,http://www.gigpharmacyinc.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.880828,-73.883708
(718) 742-7622,SMARTRX PHARMACY INC #5827184,1706 LEXINGTON AVE,NEW YORK,NY,10029,http://www.smartrxnyc.com,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.792806,-73.946143
(718) 969-3300,AVONORA INC #5829760,14901 UNION TURNPIKE,FLUSHING,NY,11367,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.718798,-73.813692
(718) 749-9219,Cairo Rx Inc #5829924,1932 Bath Avenue,Brooklyn,NY,11214,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 3 mcg/0.2 mL, tris-sucrose",40.601960999999996,-74.00294
(718) 583-5900,PARK PLAZA PHARMACY #MS1005354,1773 UNIVERSITY AVENUE,BRONX,NY,10453-6997,http://www.parkplazapharmacyny.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.85058,-73.915962
(718) 708-7427,LEGEND DRUGS 1 LLC #MS1000262,159 E GUN HILL RD,BRONX,NY,10467-2106,https://www.legenddrugs1.com/,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.881178000000006,-73.878298
(718) 500-4928,OMM PHARMACY #MS1000190,942 MANHATTAN AVE,BROOKLYN,NY,11222-1626,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.731466,-73.95424100000001
(718) 779-2221,Vida Care Pharmacy LLC #MS1005570,37-64 90th Street,Jackson Heights,NY,11372-7830,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.74872,-73.876767
917-521-7814,Rite Aid #RA102727,1510 SAINT NICHOLAS AVENUE,NEW YORK,NY,10033-3124,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.852126,-73.931344
718-933-1154,Leroy Pharmacy IV #MS1005225,387 Bedford Park Blvd,Bronx,NY,10458,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.867888,-73.883672
718-886-1515,Rite Aid #RA104863,144-29 NORTHERN BOULEVARD,FLUSHING,NY,11354-4230,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.765034,-73.822473
718-676-4405,PRIME HEALTH PHARMACY LLC #MS1006227,1417 BEDFORD AVE,BROOKLYN,NY,11216-4843,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.674687,-73.953455
718-565-1473,Rite Aid #RA103984,82-13 37TH AVENUE,JACKSON HEIGHTS,NY,11372-7011,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, Bivalent Booster, 50mcg/0.5 mL",40.750019,-73.883899
718-803-3025,Stop & Shop #509,74-17 GRAND AVENUE,ELMHURST,NY,11373,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.731133,-73.887295
718-803-3025,Stop & Shop #509,74-17 GRAND AVENUE,ELMHURST,NY,11373,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.731133,-73.887295
718-975-8555,TOP CARE PHARMACY RX LLC #MS1006226,380 RALPH AVE,BROOKLYN,NY,11233-3918,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.675845,-73.922227
(718) 749-9219,Cairo Rx Inc #5829924,1932 Bath Avenue,Brooklyn,NY,11214,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.601960999999996,-74.00294
(718) 349-8989,SAI APTEKA PHARMACY INC. #MS1000208,151 NASSAU AVE,BROOKLYN,NY,11222-4023,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.725066,-73.947222
(718) 996-7600,BOARDWALK RX CORP #MS1006165,3100 Ocean Pkwy,brooklyn,NY,11235-8439,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.576192999999996,-73.969431
(718) 782-7539,Medly Pharmacy #MS1005180,31 Debevoise Street,Brooklyn,NY,11206,http://www.medlypharmacy.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.70191,-73.941637
(718) 500-4928,OMM PHARMACY #MS1000190,942 MANHATTAN AVE,BROOKLYN,NY,11222-1626,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.731466,-73.95424100000001
(718) 349-6696,Euro Chemist Pharmacy #MS1005173,669 Manhattan ave,Brooklyn,NY,11222-3113,,True,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.724703999999996,-73.951534
(718) 368-1190,Rx Choice Pharmacy #MS1005081,1908 Avenue U,Brooklyn,NY,11229,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.599069,-73.952216
(718) 749-9219,Cairo Rx Inc #5829924,1932 Bath Avenue,Brooklyn,NY,11214,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.601960999999996,-74.00294
718-727-6400,Rite Aid #RA110535,385 BAY STREET STE 1,STATEN ISLAND,NY,10301-3264,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.632519,-74.074945
(718) 292-0900,BOOM PHARMACY #MS1005364,226 EAST 144TH ST FL 2,BRONX,NY,10451-5909,http://www.boompharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.815619,-73.925557
(718) 266-2137,86TH STREET COMMUNITY PHARMACY CORP #MS1000261,2789 86TH ST,BROOKLYN,NY,11223-4433,https://86thstreetcommunitypharmacy.com/,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.593435,-73.97930699999999
718-649-0499,STAR DRUGS #MS1006163,922 PENNSYLVANIA AVE,BROOKLYN,NY,11207-8402,,,"Pfizer-BioNTech, COMIRNATY, 30 mcg/0.3 mL, tris-sucrose",40.655207,-73.888538
(212) 690-6502,ROSY PHARMACY #MS1005439,3355 BROADWAY,NEW YORK,NY,10031,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.820665000000005,-73.95506800000001
212-582-8525,Walgreens Co. #14115,51 W 51ST ST,NEW YORK,NY,10019-6113,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.76008,-73.978575
(718) 376-3313,AID PHARMACY #MS1005943,807 KINGS HIGHWAY,BROOKLYN,NY,11223,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.60675,-73.964338
(212) 749-6626,ahma Rx #MS1005386,2381 Frederick Douglass Blvd,New York,NY,10027-1822,http://www.ahmarx.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.812108,-73.950141
(718) 749-9219,Cairo Rx Inc #5829924,1932 Bath Avenue,Brooklyn,NY,11214,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.601960999999996,-74.00294
(718) 899-1700,Northern Blvd Pharmacy #MS1005493,100-16 northern blvd,Corona,NY,11368-1047,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.757155,-73.867694
718-565-1473,Rite Aid #RA103984,82-13 37TH AVENUE,JACKSON HEIGHTS,NY,11372-7011,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.750019,-73.883899
718-933-1154,Leroy Pharmacy IV #MS1005225,387 Bedford Park Blvd,Bronx,NY,10458,,,"Janssen, COVID-19 Vaccine, 0.5 mL",40.867888,-73.883672
(718) 827-7528,AMIABLE PHARMACY #MS1005775,1108 LIBERTY AVE,BROOKLYN,NY,11208-2922,http://amiableph.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.678360999999995,-73.86839300000001
(718) 271-9429,CEDARS PHARMACY #MS1005113,95-19 57TH AVE,ELMHURST,NY,11373-4616,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.737,-73.865152
(718) 768-2700,Greentree Pharmacy #MS1005401,291 7th Avenue,BROOKLYN,NY,11215,http://www.greentreepharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.66788,-73.980498
(718) 899-1700,Northern Blvd Pharmacy #MS1005493,100-16 northern blvd,Corona,NY,11368-1047,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.757155,-73.867694
(718) 378-6800,rite care pharmacy #MS1005541,898 e 163rd street,bronx,NY,10459,https://ritecarepharmacy.makeplans.net,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.82085,-73.89831
(212) 928-6342,COLUMBIA PHARMACY #MS1005077,3921 BROADWAY,NEW YORK,NY,10032,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.838652,-73.941874
212-534-9781,Rite Aid #RA104798,2155 THIRD AVENUE,NEW YORK,NY,10035-4707,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.799013,-73.93890999999999
(718) 293-0800,Rx Masters Inc #MS1005337,1437 Webster Ave,Bronx,NY,10456-1831,https://rxmastersinc.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.837332,-73.907039
212-475-5315,Rite Aid #RA103771,85 AVENUE D,NEW YORK,NY,10009-5338,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.722844,-73.976902
718-997-8700,Merrick Pharmacy #MS1005221,23428 Merrick Blvd,Rosedale,NY,11422-1320,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.673934,-73.735682
(718) 680-9855,BEST CARE PHARMACY #332502,8510 3RD AVENUE,BROOKLYN,NY,11209,https://bestcarepharmacy.com/,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.624089,-74.030999
718-575-1012,Rite Aid #RA104852,71-14 AUSTIN STREET,FOREST HILLS,NY,11375-4721,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.719803999999996,-73.84452900000001
(718) 429-7666,MI FARMACIA #MS1001199,90-15 ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.748674,-73.87576999999999
(718) 742-7622,SMARTRX PHARMACY INC #5827184,1706 LEXINGTON AVE,NEW YORK,NY,10029,http://www.smartrxnyc.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.792806,-73.946143
(718) 749-9219,Cairo Rx Inc #5829924,1932 Bath Avenue,Brooklyn,NY,11214,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.601960999999996,-74.00294
(718) 891-2801,ALL AMERICAN DRUGGISTS #MS1003351,1101 BRIGHTON BEACH AVE,BROOKLYN,NY,11235-5558,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.578140000000005,-73.956677
(347) 963-9700,RX SOLUTIONS PHARMACY INC #MS1005618,2 E 167TH ST,BRONX,NY,10452,www.rxsolutionspharmacyinc.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.835906,-73.92224399999999
(212) 472-5600,Health Wise Pharmacy,1494 York Ave,New York,NY,10075,https://thehealthwisenyc.com/,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.771137,-73.95038000000001
718-241-3559,Rite Aid #RA103869,1791 UTICA AVENUE,BROOKLYN,NY,11234-2120,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.628933,-73.927624
(212) 928-6342,COLUMBIA PHARMACY #MS1005077,3921 BROADWAY,NEW YORK,NY,10032,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.838652,-73.941874
(212) 472-5600,Health Wise Pharmacy #MS1005093,1494 York Ave,New York,NY,10075,http://www.thehealthwisenyc.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.771137,-73.95038000000001
718-727-6400,Rite Aid #RA110535,385 BAY STREET STE 1,STATEN ISLAND,NY,10301-3264,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.632519,-74.074945
(718) 227-0710,Annadale Family Pharmacy Inc. #MS1005167,831 Annadale Road,Staten Island,NY,10312,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.541571999999995,-74.177139
718-565-1473,Rite Aid #RA103984,82-13 37TH AVENUE,JACKSON HEIGHTS,NY,11372-7011,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.750019,-73.883899
718-575-1012,Rite Aid #RA104852,71-14 AUSTIN STREET,FOREST HILLS,NY,11375-4721,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.719803999999996,-73.84452900000001
917-521-7814,Rite Aid #RA102727,1510 SAINT NICHOLAS AVENUE,NEW YORK,NY,10033-3124,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.852126,-73.931344
(212) 966-7599,Hester Pharmacy #3358670,153 Hester Street,NEW YORK,NY,10013,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.717532,-73.99576400000001
(718) 742-7622,SMARTRX PHARMACY INC #5827184,1706 LEXINGTON AVE,NEW YORK,NY,10029,http://www.smartrxnyc.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.792806,-73.946143
(718) 805-7000,MEDEX PHARMACY,96-02 JAMAICA AVE,WOODHAVEN,NY,11421,https://www.medexpharmacyny.com,,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.694358,-73.84928199999999
212-795-3218,Rite Aid #RA107759,1033 ST NICHOLAS AVENUE,NEW YORK,NY,10032-3806,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.83602,-73.94018299999999
212-582-8525,Walgreens Co. #14115,51 W 51ST ST,NEW YORK,NY,10019-6113,https://www.walgreens.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.76008,-73.978575
(347) 590-1030,NICKDRUGS STORE #MS1002304,3060 BOSTON RD,bronx,NY,10469-4038,http://www.nicksdrugstore.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.87045,-73.856218
(917) 830-0600,Lucias Pharmacy #MS1005678,2090 HYLAN BLVD,Staten Island,NY,10306,http://www.luciaspharmacy.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.579081,-74.100538
(718) 232-8277,WELLNESS PHARMACY INC #MS1006265,217 KINGS HWY,BROOKLYN,NY,11223-1106,,True,"Moderna, COVID-19 pediatric vaccine, 25mcg/.25 ml",40.605666,-73.98342
917-521-7814,Rite Aid #RA102727,1510 SAINT NICHOLAS AVENUE,NEW YORK,NY,10033-3124,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.852126,-73.931344
(212) 571-2888,Medilane Pharmacy Corp #MS1005094,204 Clinton Street,New York,NY,10002,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.713753000000004,-73.986974
(718) 232-8277,WELLNESS PHARMACY INC #MS1006265,217 KINGS HWY,BROOKLYN,NY,11223-1106,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 30 mcg/0.3mL, tris-sucrose",40.605666,-73.98342
(718) 384-7901,UNITED PHARMACY #MS1006206,556 GRAND ST,BROOKLYN,NY,11211-4386,,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.711001,-73.94950899999999
(718) 492-1500,4th Avenue Pharmacy #MS1005633,5002 4th Avenue,Brooklyn,NY,11220-1814,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.646507,-74.012974
000-000-0000,Rite Aid #RA101711,408 GRAND STREET,NEW YORK,NY,10002-4702,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.716259,-73.986222
(718) 339-3400,SMART CHOICE PHARMACY #MS1000451,259 AVENUE X,BROOKLYN,NY,11223-5939,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.59046,-73.973338
718-975-8555,TOP CARE PHARMACY RX LLC #MS1006226,380 RALPH AVE,BROOKLYN,NY,11233-3918,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.675845,-73.922227
718-378-4600,Rite Aid #RA107906,840 WESTCHESTER AVE,BRONX,NY,10459-4001,https://www.riteaid.com,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.819581,-73.90104000000001
347-281-9221,TAKE CARE PHARMACY INC #MS1005832,2134 STARLING AVE,BRONX,NY,10462-4304,,,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.836046,-73.853891
(718) 742-7622,SMARTRX PHARMACY INC #5827184,1706 LEXINGTON AVE,NEW YORK,NY,10029,http://www.smartrxnyc.com,True,"Novavax, COVID-19 Vaccine, 5 mcg/0.5 mL",40.792806,-73.946143
(718) 453-6200,Myrtle Drugs #5803944,1454 Myrtle Avenue,Brooklyn,NY,11237,http://myrtledrugs.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.698831,-73.916668
(718) 446-2068,AL KOSTO PHARMACY INC #MS1006203,37-65 90TH STREET,JACKSON HEIGHTS,NY,11372,,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.748675,-73.876343
718-803-3025,Stop & Shop #509,74-17 GRAND AVENUE,ELMHURST,NY,11373,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Janssen, COVID-19 Vaccine, 0.5 mL",40.731133,-73.887295
212-795-3218,Rite Aid #RA107759,1033 ST NICHOLAS AVENUE,NEW YORK,NY,10032-3806,https://www.riteaid.com,True,"Pfizer-BioNTech, COVID-19 Vaccine, 10 mcg/0.2 mL, tris-sucrose",40.83602,-73.94018299999999
718-392-8474,Rite Aid #RA104858,46-12 GREENPOINT AVENUE,SUNNYSIDE,NY,11104-1708,https://www.riteaid.com,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.742084999999996,-73.918392
(212) 877-3480,Apthorp Pharmacy #MS1005112,2191 Broadway,NEW YORK,NY,10024,http://www.apthorprx.com,True,"Moderna, COVID-19 Vaccine, 50 mcg/0.50 mL",40.783086,-73.980937
718-803-3025,Stop & Shop #509,74-17 GRAND AVENUE,ELMHURST,NY,11373,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,"Moderna, COVID-19 Vaccine, 100mcg/0.5mL 10 dose",40.731133,-73.887295
